station_code,station_name,year,horizon,horizon_hours,predictor,total_rows,target_available_samples,predictor_available_samples,usable_samples,usable_pct
1437A,JPJ,2017,72h,72,U10,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,72h,72,U10,8760,7771,8760,7771,88.71004566210046
1437A,JPJ,2019,72h,72,U10,8760,7853,8760,7853,89.64611872146119
1437A,JPJ,2020,72h,72,U10,8784,8336,8784,8336,94.89981785063752
1437A,JPJ,2021,72h,72,U10,8049,7606,8048,7605,94.48378680581439
1437A,JPJ,2015,72h,72,V10,8760,7655,8753,7655,87.38584474885845
1437A,JPJ,2016,72h,72,V10,8784,8325,8784,8325,94.77459016393442
1437A,JPJ,2017,72h,72,V10,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,72h,72,V10,8760,7771,8760,7771,88.71004566210046
1437A,JPJ,2019,72h,72,V10,8760,7853,8760,7853,89.64611872146119
1437A,JPJ,2020,72h,72,V10,8784,8336,8784,8336,94.89981785063752
1437A,JPJ,2021,72h,72,V10,8049,7606,8048,7605,94.48378680581439
1437A,JPJ,2015,72h,72,T2,8760,7655,8753,7655,87.38584474885845
1437A,JPJ,2016,72h,72,T2,8784,8325,8784,8325,94.77459016393442
1437A,JPJ,2017,72h,72,T2,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,72h,72,T2,8760,7771,8760,7771,88.71004566210046
1437A,JPJ,2019,72h,72,T2,8760,7853,8760,7853,89.64611872146119
1437A,JPJ,2020,72h,72,T2,8784,8336,8784,8336,94.89981785063752
1437A,JPJ,2021,72h,72,T2,8049,7606,8048,7605,94.48378680581439
1437A,JPJ,2015,72h,72,RH2,8760,7655,8753,7655,87.38584474885845
1437A,JPJ,2016,72h,72,RH2,8784,8325,8784,8325,94.77459016393442
1437A,JPJ,2017,72h,72,RH2,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,72h,72,RH2,8760,7771,8760,7771,88.71004566210046
1437A,JPJ,2019,72h,72,RH2,8760,7853,8760,7853,89.64611872146119
1437A,JPJ,2020,72h,72,RH2,8784,8336,8784,8336,94.89981785063752
1437A,JPJ,2021,72h,72,RH2,8049,7606,8049,7606,94.49621070940489
1437A,JPJ,2015,72h,72,PBLH,8760,7655,8753,7655,87.38584474885845
1437A,JPJ,2016,72h,72,PBLH,8784,8325,8784,8325,94.77459016393442
1437A,JPJ,2017,72h,72,PBLH,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,72h,72,PBLH,8760,7771,8760,7771,88.71004566210046
1437A,JPJ,2019,72h,72,PBLH,8760,7853,8760,7853,89.64611872146119
1437A,JPJ,2020,72h,72,PBLH,8784,8336,8784,8336,94.89981785063752
1437A,JPJ,2021,72h,72,PBLH,8049,7606,8048,7605,94.48378680581439
1437A,JPJ,2015,7d,168,PM10,8760,7674,8163,7668,87.53424657534246
1437A,JPJ,2016,7d,168,PM10,8784,8330,8496,8275,94.20537340619308
1437A,JPJ,2017,7d,168,PM10,8760,8264,8411,8163,93.18493150684931
1437A,JPJ,2018,7d,168,PM10,8760,7683,8116,7621,86.99771689497717
1437A,JPJ,2019,7d,168,PM10,8760,7882,8214,7732,88.2648401826484
1437A,JPJ,2020,7d,168,PM10,8784,8348,8546,8327,94.79735883424408
1437A,JPJ,2021,7d,168,PM10,8049,7561,7862,7554,93.85016772269847
1437A,JPJ,2015,7d,168,SO2,8760,7674,8165,7668,87.53424657534246
1437A,JPJ,2016,7d,168,SO2,8784,8330,8552,8325,94.77459016393442
1437A,JPJ,2017,7d,168,SO2,8760,8264,8509,8251,94.18949771689498
1437A,JPJ,2018,7d,168,SO2,8760,7683,8139,7638,87.1917808219178
1437A,JPJ,2019,7d,168,SO2,8760,7882,8339,7833,89.41780821917808
1437A,JPJ,2020,7d,168,SO2,8784,8348,8520,8279,94.2509107468124
1437A,JPJ,2021,7d,168,SO2,8049,7561,7848,7519,93.41533109703069
1437A,JPJ,2015,7d,168,NO2,8760,7674,8126,7632,87.12328767123287
1437A,JPJ,2016,7d,168,NO2,8784,8330,8543,8316,94.67213114754098
1437A,JPJ,2017,7d,168,NO2,8760,8264,8504,8244,94.10958904109589
1437A,JPJ,2018,7d,168,NO2,8760,7683,8123,7622,87.00913242009133
1437A,JPJ,2019,7d,168,NO2,8760,7882,8310,7805,89.09817351598174
1437A,JPJ,2020,7d,168,NO2,8784,8348,8511,8267,94.11429872495447
1437A,JPJ,2021,7d,168,NO2,8049,7561,7822,7479,92.91837495341036
1437A,JPJ,2015,7d,168,O3-8h,8760,7674,8152,7654,87.37442922374429
1437A,JPJ,2016,7d,168,O3-8h,8784,8330,8556,8329,94.82012750455372
1437A,JPJ,2017,7d,168,O3-8h,8760,8264,8534,8262,94.31506849315069
1437A,JPJ,2018,7d,168,O3-8h,8760,7683,8160,7643,87.24885844748859
1437A,JPJ,2019,7d,168,O3-8h,8760,7882,8337,7816,89.22374429223744
1437A,JPJ,2020,7d,168,O3-8h,8784,8348,8561,8296,94.44444444444444
1437A,JPJ,2021,7d,168,O3-8h,8049,7561,7911,7550,93.80047210833644
1437A,JPJ,2015,7d,168,CO,8760,7674,8161,7664,87.48858447488584
1437A,JPJ,2016,7d,168,CO,8784,8330,8552,8325,94.77459016393442
1437A,JPJ,2017,7d,168,CO,8760,8264,8495,8236,94.01826484018265
1437A,JPJ,2018,7d,168,CO,8760,7683,8125,7630,87.10045662100457
1437A,JPJ,2019,7d,168,CO,8760,7882,8321,7814,89.20091324200912
1437A,JPJ,2020,7d,168,CO,8784,8348,8501,8258,94.01183970856101
1437A,JPJ,2021,7d,168,CO,8049,7561,7842,7526,93.50229842216424
1437A,JPJ,2015,7d,168,U10,8760,7674,8753,7674,87.6027397260274
1437A,JPJ,2016,7d,168,U10,8784,8330,8784,8330,94.83151183970855
1437A,JPJ,2017,7d,168,U10,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,7d,168,U10,8760,7683,8760,7683,87.70547945205479
1437A,JPJ,2019,7d,168,U10,8760,7882,8760,7882,89.9771689497717
1437A,JPJ,2020,7d,168,U10,8784,8348,8784,8348,95.03642987249545
1437A,JPJ,2021,7d,168,U10,8049,7561,8048,7560,93.92471114424153
1437A,JPJ,2015,7d,168,V10,8760,7674,8753,7674,87.6027397260274
1437A,JPJ,2016,7d,168,V10,8784,8330,8784,8330,94.83151183970855
1437A,JPJ,2017,7d,168,V10,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,7d,168,V10,8760,7683,8760,7683,87.70547945205479
1437A,JPJ,2019,7d,168,V10,8760,7882,8760,7882,89.9771689497717
1437A,JPJ,2020,7d,168,V10,8784,8348,8784,8348,95.03642987249545
1437A,JPJ,2021,7d,168,V10,8049,7561,8048,7560,93.92471114424153
1437A,JPJ,2015,7d,168,T2,8760,7674,8753,7674,87.6027397260274
1437A,JPJ,2016,7d,168,T2,8784,8330,8784,8330,94.83151183970855
1437A,JPJ,2017,7d,168,T2,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,7d,168,T2,8760,7683,8760,7683,87.70547945205479
1437A,JPJ,2019,7d,168,T2,8760,7882,8760,7882,89.9771689497717
1437A,JPJ,2020,7d,168,T2,8784,8348,8784,8348,95.03642987249545
1437A,JPJ,2021,7d,168,T2,8049,7561,8048,7560,93.92471114424153
1437A,JPJ,2015,7d,168,RH2,8760,7674,8753,7674,87.6027397260274
1437A,JPJ,2016,7d,168,RH2,8784,8330,8784,8330,94.83151183970855
1437A,JPJ,2017,7d,168,RH2,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,7d,168,RH2,8760,7683,8760,7683,87.70547945205479
1437A,JPJ,2019,7d,168,RH2,8760,7882,8760,7882,89.9771689497717
1437A,JPJ,2020,7d,168,RH2,8784,8348,8784,8348,95.03642987249545
1437A,JPJ,2021,7d,168,RH2,8049,7561,8049,7561,93.93713504783203
1437A,JPJ,2015,7d,168,PBLH,8760,7674,8753,7674,87.6027397260274
1437A,JPJ,2016,7d,168,PBLH,8784,8330,8784,8330,94.83151183970855
1437A,JPJ,2017,7d,168,PBLH,8760,8264,8760,8264,94.337899543379
1437A,JPJ,2018,7d,168,PBLH,8760,7683,8760,7683,87.70547945205479
1437A,JPJ,2019,7d,168,PBLH,8760,7882,8760,7882,89.9771689497717
1437A,JPJ,2020,7d,168,PBLH,8784,8348,8784,8348,95.03642987249545
1437A,JPJ,2021,7d,168,PBLH,8049,7561,8048,7560,93.92471114424153
1437A,JPJ,2015,14d,336,PM10,8760,7683,8163,7675,87.61415525114155
1437A,JPJ,2016,14d,336,PM10,8784,8323,8496,8263,94.06876138433515
1437A,JPJ,2017,14d,336,PM10,8760,8268,8411,8169,93.25342465753424
1437A,JPJ,2018,14d,336,PM10,8760,7672,8116,7625,87.04337899543378
1437A,JPJ,2019,14d,336,PM10,8760,7835,8214,7683,87.70547945205479
1437A,JPJ,2020,14d,336,PM10,8784,8337,8546,8316,94.67213114754098
1437A,JPJ,2021,14d,336,PM10,8049,7406,7862,7399,91.92446266616972
1437A,JPJ,2015,14d,336,SO2,8760,7683,8165,7677,87.63698630136987
1437A,JPJ,2016,14d,336,SO2,8784,8323,8552,8318,94.69489981785064
1437A,JPJ,2017,14d,336,SO2,8760,8268,8509,8254,94.22374429223744
1437A,JPJ,2018,14d,336,SO2,8760,7672,8139,7626,87.05479452054794
1437A,JPJ,2019,14d,336,SO2,8760,7835,8339,7785,88.86986301369863
1437A,JPJ,2020,14d,336,SO2,8784,8337,8520,8266,94.10291438979964
1437A,JPJ,2021,14d,336,SO2,8049,7406,7848,7358,91.41508261895888
1437A,JPJ,2015,14d,336,NO2,8760,7683,8126,7640,87.21461187214612
1437A,JPJ,2016,14d,336,NO2,8784,8323,8543,8309,94.59244080145719
1437A,JPJ,2017,14d,336,NO2,8760,8268,8504,8248,94.15525114155251
1437A,JPJ,2018,14d,336,NO2,8760,7672,8123,7613,86.90639269406392
1437A,JPJ,2019,14d,336,NO2,8760,7835,8310,7756,88.53881278538813
1437A,JPJ,2020,14d,336,NO2,8784,8337,8511,8257,94.00045537340618
1437A,JPJ,2021,14d,336,NO2,8049,7406,7822,7318,90.91812647533855
1437A,JPJ,2015,14d,336,O3-8h,8760,7683,8152,7664,87.48858447488584
1437A,JPJ,2016,14d,336,O3-8h,8784,8323,8556,8322,94.74043715846994
1437A,JPJ,2017,14d,336,O3-8h,8760,8268,8534,8266,94.3607305936073
1437A,JPJ,2018,14d,336,O3-8h,8760,7672,8160,7632,87.12328767123287
1437A,JPJ,2019,14d,336,O3-8h,8760,7835,8337,7769,88.68721461187215
1437A,JPJ,2020,14d,336,O3-8h,8784,8337,8561,8283,94.2964480874317
1437A,JPJ,2021,14d,336,O3-8h,8049,7406,7911,7397,91.8996148589887
1437A,JPJ,2015,14d,336,CO,8760,7683,8161,7673,87.59132420091325
1437A,JPJ,2016,14d,336,CO,8784,8323,8552,8318,94.69489981785064
1437A,JPJ,2017,14d,336,CO,8760,8268,8495,8240,94.06392694063926
1437A,JPJ,2018,14d,336,CO,8760,7672,8125,7619,86.97488584474885
1437A,JPJ,2019,14d,336,CO,8760,7835,8321,7767,88.66438356164383
1437A,JPJ,2020,14d,336,CO,8784,8337,8501,8245,93.86384335154827
1437A,JPJ,2021,14d,336,CO,8049,7406,7842,7366,91.51447384768294
1437A,JPJ,2015,14d,336,U10,8760,7683,8753,7683,87.70547945205479
1437A,JPJ,2016,14d,336,U10,8784,8323,8784,8323,94.75182149362477
1437A,JPJ,2017,14d,336,U10,8760,8268,8760,8268,94.3835616438356
1437A,JPJ,2018,14d,336,U10,8760,7672,8760,7672,87.57990867579909
1437A,JPJ,2019,14d,336,U10,8760,7835,8760,7835,89.4406392694064
1437A,JPJ,2020,14d,336,U10,8784,8337,8784,8337,94.91120218579235
1437A,JPJ,2021,14d,336,U10,8049,7406,8048,7405,91.99900608771276
1437A,JPJ,2015,14d,336,V10,8760,7683,8753,7683,87.70547945205479
1437A,JPJ,2016,14d,336,V10,8784,8323,8784,8323,94.75182149362477
1437A,JPJ,2017,14d,336,V10,8760,8268,8760,8268,94.3835616438356
1437A,JPJ,2018,14d,336,V10,8760,7672,8760,7672,87.57990867579909
1437A,JPJ,2019,14d,336,V10,8760,7835,8760,7835,89.4406392694064
1437A,JPJ,2020,14d,336,V10,8784,8337,8784,8337,94.91120218579235
1437A,JPJ,2021,14d,336,V10,8049,7406,8048,7405,91.99900608771276
1437A,JPJ,2015,14d,336,T2,8760,7683,8753,7683,87.70547945205479
1437A,JPJ,2016,14d,336,T2,8784,8323,8784,8323,94.75182149362477
1437A,JPJ,2017,14d,336,T2,8760,8268,8760,8268,94.3835616438356
1437A,JPJ,2018,14d,336,T2,8760,7672,8760,7672,87.57990867579909
1437A,JPJ,2019,14d,336,T2,8760,7835,8760,7835,89.4406392694064
1437A,JPJ,2020,14d,336,T2,8784,8337,8784,8337,94.91120218579235
1437A,JPJ,2021,14d,336,T2,8049,7406,8048,7405,91.99900608771276
1437A,JPJ,2015,14d,336,RH2,8760,7683,8753,7683,87.70547945205479
1437A,JPJ,2016,14d,336,RH2,8784,8323,8784,8323,94.75182149362477
1437A,JPJ,2017,14d,336,RH2,8760,8268,8760,8268,94.3835616438356
1437A,JPJ,2018,14d,336,RH2,8760,7672,8760,7672,87.57990867579909
1437A,JPJ,2019,14d,336,RH2,8760,7835,8760,7835,89.4406392694064
1437A,JPJ,2020,14d,336,RH2,8784,8337,8784,8337,94.91120218579235
1437A,JPJ,2021,14d,336,RH2,8049,7406,8049,7406,92.01142999130327
1437A,JPJ,2015,14d,336,PBLH,8760,7683,8753,7683,87.70547945205479
1437A,JPJ,2016,14d,336,PBLH,8784,8323,8784,8323,94.75182149362477
1437A,JPJ,2017,14d,336,PBLH,8760,8268,8760,8268,94.3835616438356
1437A,JPJ,2018,14d,336,PBLH,8760,7672,8760,7672,87.57990867579909
1437A,JPJ,2019,14d,336,PBLH,8760,7835,8760,7835,89.4406392694064
1437A,JPJ,2020,14d,336,PBLH,8784,8337,8784,8337,94.91120218579235
1437A,JPJ,2021,14d,336,PBLH,8049,7406,8048,7405,91.99900608771276
1437A,JPJ,2015,30d,720,PM10,8760,7704,8163,7696,87.85388127853881
1437A,JPJ,2016,30d,720,PM10,8784,8317,8496,8257,94.00045537340618
1437A,JPJ,2017,30d,720,PM10,8760,8262,8411,8160,93.15068493150685
1437A,JPJ,2018,30d,720,PM10,8760,7609,8116,7571,86.42694063926942
1437A,JPJ,2019,30d,720,PM10,8760,7841,8214,7698,87.87671232876713
1437A,JPJ,2020,30d,720,PM10,8784,8324,8546,8302,94.5127504553734
1437A,JPJ,2021,30d,720,PM10,8049,7017,7862,7010,87.09156416946205
1437A,JPJ,2015,30d,720,SO2,8760,7704,8165,7698,87.87671232876713
1437A,JPJ,2016,30d,720,SO2,8784,8317,8552,8312,94.62659380692168
1437A,JPJ,2017,30d,720,SO2,8760,8262,8509,8250,94.17808219178082
1437A,JPJ,2018,30d,720,SO2,8760,7609,8139,7564,86.34703196347033
1437A,JPJ,2019,30d,720,SO2,8760,7841,8339,7791,88.93835616438356
1437A,JPJ,2020,30d,720,SO2,8784,8324,8520,8250,93.9207650273224
1437A,JPJ,2021,30d,720,SO2,8049,7017,7848,6972,86.61945583302274
1437A,JPJ,2015,30d,720,NO2,8760,7704,8126,7660,87.44292237442922
1437A,JPJ,2016,30d,720,NO2,8784,8317,8543,8303,94.52413479052824
1437A,JPJ,2017,30d,720,NO2,8760,8262,8504,8243,94.09817351598173
1437A,JPJ,2018,30d,720,NO2,8760,7609,8123,7554,86.23287671232876
1437A,JPJ,2019,30d,720,NO2,8760,7841,8310,7760,88.58447488584474
1437A,JPJ,2020,30d,720,NO2,8784,8324,8511,8238,93.78415300546447
1437A,JPJ,2021,30d,720,NO2,8049,7017,7822,6932,86.1224996894024
1437A,JPJ,2015,30d,720,O3-8h,8760,7704,8152,7685,87.72831050228311
1437A,JPJ,2016,30d,720,O3-8h,8784,8317,8556,8316,94.67213114754098
1437A,JPJ,2017,30d,720,O3-8h,8760,8262,8534,8260,94.29223744292237
1437A,JPJ,2018,30d,720,O3-8h,8760,7609,8160,7569,86.4041095890411
1437A,JPJ,2019,30d,720,O3-8h,8760,7841,8337,7780,88.81278538812786
1437A,JPJ,2020,30d,720,O3-8h,8784,8324,8561,8272,94.1712204007286
1437A,JPJ,2021,30d,720,O3-8h,8049,7017,7911,7008,87.06671636228103
1437A,JPJ,2015,30d,720,CO,8760,7704,8161,7694,87.8310502283105
1437A,JPJ,2016,30d,720,CO,8784,8317,8552,8312,94.62659380692168
1437A,JPJ,2017,30d,720,CO,8760,8262,8495,8236,94.01826484018265
1437A,JPJ,2018,30d,720,CO,8760,7609,8125,7557,86.26712328767124
1437A,JPJ,2019,30d,720,CO,8760,7841,8321,7770,88.6986301369863
1437A,JPJ,2020,30d,720,CO,8784,8324,8501,8228,93.6703096539162
1437A,JPJ,2021,30d,720,CO,8049,7017,7842,6979,86.70642315815628
1437A,JPJ,2015,30d,720,U10,8760,7704,8753,7704,87.94520547945206
1437A,JPJ,2016,30d,720,U10,8784,8317,8784,8317,94.68351548269581
1437A,JPJ,2017,30d,720,U10,8760,8262,8760,8262,94.31506849315069
1437A,JPJ,2018,30d,720,U10,8760,7609,8760,7609,86.8607305936073
1437A,JPJ,2019,30d,720,U10,8760,7841,8760,7841,89.50913242009132
1437A,JPJ,2020,30d,720,U10,8784,8324,8784,8324,94.76320582877959
1437A,JPJ,2021,30d,720,U10,8049,7017,8048,7016,87.16610759100509
1437A,JPJ,2015,30d,720,V10,8760,7704,8753,7704,87.94520547945206
1437A,JPJ,2016,30d,720,V10,8784,8317,8784,8317,94.68351548269581
1437A,JPJ,2017,30d,720,V10,8760,8262,8760,8262,94.31506849315069
1437A,JPJ,2018,30d,720,V10,8760,7609,8760,7609,86.8607305936073
1437A,JPJ,2019,30d,720,V10,8760,7841,8760,7841,89.50913242009132
1437A,JPJ,2020,30d,720,V10,8784,8324,8784,8324,94.76320582877959
1437A,JPJ,2021,30d,720,V10,8049,7017,8048,7016,87.16610759100509
1437A,JPJ,2015,30d,720,T2,8760,7704,8753,7704,87.94520547945206
1437A,JPJ,2016,30d,720,T2,8784,8317,8784,8317,94.68351548269581
1437A,JPJ,2017,30d,720,T2,8760,8262,8760,8262,94.31506849315069
1437A,JPJ,2018,30d,720,T2,8760,7609,8760,7609,86.8607305936073
1437A,JPJ,2019,30d,720,T2,8760,7841,8760,7841,89.50913242009132
1437A,JPJ,2020,30d,720,T2,8784,8324,8784,8324,94.76320582877959
1437A,JPJ,2021,30d,720,T2,8049,7017,8048,7016,87.16610759100509
1437A,JPJ,2015,30d,720,RH2,8760,7704,8753,7704,87.94520547945206
1437A,JPJ,2016,30d,720,RH2,8784,8317,8784,8317,94.68351548269581
1437A,JPJ,2017,30d,720,RH2,8760,8262,8760,8262,94.31506849315069
1437A,JPJ,2018,30d,720,RH2,8760,7609,8760,7609,86.8607305936073
1437A,JPJ,2019,30d,720,RH2,8760,7841,8760,7841,89.50913242009132
1437A,JPJ,2020,30d,720,RH2,8784,8324,8784,8324,94.76320582877959
1437A,JPJ,2021,30d,720,RH2,8049,7017,8049,7017,87.1785314945956
1437A,JPJ,2015,30d,720,PBLH,8760,7704,8753,7704,87.94520547945206
1437A,JPJ,2016,30d,720,PBLH,8784,8317,8784,8317,94.68351548269581
1437A,JPJ,2017,30d,720,PBLH,8760,8262,8760,8262,94.31506849315069
1437A,JPJ,2018,30d,720,PBLH,8760,7609,8760,7609,86.8607305936073
1437A,JPJ,2019,30d,720,PBLH,8760,7841,8760,7841,89.50913242009132
1437A,JPJ,2020,30d,720,PBLH,8784,8324,8784,8324,94.76320582877959
1437A,JPJ,2021,30d,720,PBLH,8049,7017,8048,7016,87.16610759100509
1438A,LYS,2015,48h,48,PM10,8760,7500,8024,7413,84.62328767123287
1438A,LYS,2016,48h,48,PM10,8784,7541,7928,7482,85.1775956284153
1438A,LYS,2017,48h,48,PM10,8760,7930,8151,7765,88.64155251141553
1438A,LYS,2018,48h,48,PM10,8760,6883,7349,6644,75.84474885844749
1438A,LYS,2019,48h,48,PM10,8760,7122,7689,6888,78.63013698630137
1438A,LYS,2020,48h,48,PM10,8784,7550,8149,7524,85.65573770491804
1438A,LYS,2021,48h,48,PM10,8049,6908,7448,6859,85.21555472729531
1438A,LYS,2015,48h,48,SO2,8760,7500,8102,7486,85.45662100456622
1438A,LYS,2016,48h,48,SO2,8784,7541,8003,7535,85.78096539162114
1438A,LYS,2017,48h,48,SO2,8760,7930,8352,7921,90.42237442922374
1438A,LYS,2018,48h,48,SO2,8760,6883,7706,6865,78.3675799086758
1438A,LYS,2019,48h,48,SO2,8760,7122,7879,7034,80.29680365296804
1438A,LYS,2020,48h,48,SO2,8784,7550,8152,7503,85.41666666666666
1438A,LYS,2021,48h,48,SO2,8049,6908,7441,6846,85.05404398061872
1438A,LYS,2015,48h,48,NO2,8760,7500,8115,7499,85.60502283105022
1438A,LYS,2016,48h,48,NO2,8784,7541,8008,7540,85.83788706739527
1438A,LYS,2017,48h,48,NO2,8760,7930,8354,7925,90.46803652968036
1438A,LYS,2018,48h,48,NO2,8760,6883,7718,6874,78.4703196347032
1438A,LYS,2019,48h,48,NO2,8760,7122,7917,7070,80.70776255707763
1438A,LYS,2020,48h,48,NO2,8784,7550,8170,7523,85.64435336976321
1438A,LYS,2021,48h,48,NO2,8049,6908,7457,6836,84.92980494471362
1438A,LYS,2015,48h,48,O3-8h,8760,7500,8101,7485,85.44520547945206
1438A,LYS,2016,48h,48,O3-8h,8784,7541,8008,7540,85.83788706739527
1438A,LYS,2017,48h,48,O3-8h,8760,7930,8350,7918,90.38812785388129
1438A,LYS,2018,48h,48,O3-8h,8760,6883,7736,6881,78.55022831050228
1438A,LYS,2019,48h,48,O3-8h,8760,7122,7986,7119,81.26712328767123
1438A,LYS,2020,48h,48,O3-8h,8784,7550,8211,7541,85.84927140255009
1438A,LYS,2021,48h,48,O3-8h,8049,6908,7534,6888,85.57584793142006
1438A,LYS,2015,48h,48,CO,8760,7500,8092,7481,85.39954337899543
1438A,LYS,2016,48h,48,CO,8784,7541,7992,7526,85.6785063752277
1438A,LYS,2017,48h,48,CO,8760,7930,8040,7642,87.23744292237443
1438A,LYS,2018,48h,48,CO,8760,6883,7429,6641,75.81050228310502
1438A,LYS,2019,48h,48,CO,8760,7122,7557,6746,77.00913242009132
1438A,LYS,2020,48h,48,CO,8784,7550,8075,7446,84.76775956284153
1438A,LYS,2021,48h,48,CO,8049,6908,7345,6750,83.86134923592992
1438A,LYS,2015,48h,48,U10,8760,7500,8753,7500,85.61643835616438
1438A,LYS,2016,48h,48,U10,8784,7541,8784,7541,85.84927140255009
1438A,LYS,2017,48h,48,U10,8760,7930,8760,7930,90.52511415525115
1438A,LYS,2018,48h,48,U10,8760,6883,8760,6883,78.5730593607306
1438A,LYS,2019,48h,48,U10,8760,7122,8760,7122,81.30136986301369
1438A,LYS,2020,48h,48,U10,8784,7550,8784,7550,85.95173041894353
1438A,LYS,2021,48h,48,U10,8049,6908,8048,6907,85.81190209963971
1438A,LYS,2015,48h,48,V10,8760,7500,8753,7500,85.61643835616438
1438A,LYS,2016,48h,48,V10,8784,7541,8784,7541,85.84927140255009
1438A,LYS,2017,48h,48,V10,8760,7930,8760,7930,90.52511415525115
1438A,LYS,2018,48h,48,V10,8760,6883,8760,6883,78.5730593607306
1438A,LYS,2019,48h,48,V10,8760,7122,8760,7122,81.30136986301369
1438A,LYS,2020,48h,48,V10,8784,7550,8784,7550,85.95173041894353
1438A,LYS,2021,48h,48,V10,8049,6908,8048,6907,85.81190209963971
1438A,LYS,2015,48h,48,T2,8760,7500,8753,7500,85.61643835616438
1438A,LYS,2016,48h,48,T2,8784,7541,8784,7541,85.84927140255009
1438A,LYS,2017,48h,48,T2,8760,7930,8760,7930,90.52511415525115
1438A,LYS,2018,48h,48,T2,8760,6883,8760,6883,78.5730593607306
1438A,LYS,2019,48h,48,T2,8760,7122,8760,7122,81.30136986301369
1438A,LYS,2020,48h,48,T2,8784,7550,8784,7550,85.95173041894353
1438A,LYS,2021,48h,48,T2,8049,6908,8048,6907,85.81190209963971
1438A,LYS,2015,48h,48,RH2,8760,7500,8753,7500,85.61643835616438
1438A,LYS,2016,48h,48,RH2,8784,7541,8784,7541,85.84927140255009
1438A,LYS,2017,48h,48,RH2,8760,7930,8760,7930,90.52511415525115
1438A,LYS,2018,48h,48,RH2,8760,6883,8760,6883,78.5730593607306
1438A,LYS,2019,48h,48,RH2,8760,7122,8760,7122,81.30136986301369
1438A,LYS,2020,48h,48,RH2,8784,7550,8784,7550,85.95173041894353
1438A,LYS,2021,48h,48,RH2,8049,6908,8049,6908,85.82432600323021
1438A,LYS,2015,48h,48,PBLH,8760,7500,8753,7500,85.61643835616438
1438A,LYS,2016,48h,48,PBLH,8784,7541,8784,7541,85.84927140255009
1438A,LYS,2017,48h,48,PBLH,8760,7930,8760,7930,90.52511415525115
1438A,LYS,2018,48h,48,PBLH,8760,6883,8760,6883,78.5730593607306
1438A,LYS,2019,48h,48,PBLH,8760,7122,8760,7122,81.30136986301369
1438A,LYS,2020,48h,48,PBLH,8784,7550,8784,7550,85.95173041894353
1438A,LYS,2021,48h,48,PBLH,8049,6908,8048,6907,85.81190209963971
1438A,LYS,2015,72h,72,PM10,8760,7505,8024,7415,84.64611872146118
1438A,LYS,2016,72h,72,PM10,8784,7471,7928,7402,84.26684881602914
1438A,LYS,2017,72h,72,PM10,8760,7902,8151,7734,88.2876712328767
1438A,LYS,2018,72h,72,PM10,8760,6772,7349,6518,74.40639269406392
1438A,LYS,2019,72h,72,PM10,8760,7087,7689,6846,78.15068493150686
1438A,LYS,2020,72h,72,PM10,8784,7519,8149,7492,85.29143897996357
1438A,LYS,2021,72h,72,PM10,8049,6855,7448,6807,84.5695117405889
1438A,LYS,2015,72h,72,SO2,8760,7505,8102,7491,85.51369863013699
1438A,LYS,2016,72h,72,SO2,8784,7471,8003,7465,84.98406193078324
1438A,LYS,2017,72h,72,SO2,8760,7902,8352,7895,90.1255707762557
1438A,LYS,2018,72h,72,SO2,8760,6772,7706,6754,77.10045662100457
1438A,LYS,2019,72h,72,SO2,8760,7087,7879,7000,79.90867579908677
1438A,LYS,2020,72h,72,SO2,8784,7519,8152,7471,85.0523679417122
1438A,LYS,2021,72h,72,SO2,8049,6855,7441,6795,84.4204248975028
1438A,LYS,2015,72h,72,NO2,8760,7505,8115,7504,85.662100456621
1438A,LYS,2016,72h,72,NO2,8784,7471,8008,7470,85.04098360655738
1438A,LYS,2017,72h,72,NO2,8760,7902,8354,7897,90.14840182648402
1438A,LYS,2018,72h,72,NO2,8760,6772,7718,6764,77.21461187214612
1438A,LYS,2019,72h,72,NO2,8760,7087,7917,7032,80.27397260273973
1438A,LYS,2020,72h,72,NO2,8784,7519,8170,7487,85.23451730418944
1438A,LYS,2021,72h,72,NO2,8049,6855,7457,6785,84.29618586159772
1438A,LYS,2015,72h,72,O3-8h,8760,7505,8101,7494,85.54794520547945
1438A,LYS,2016,72h,72,O3-8h,8784,7471,8008,7470,85.04098360655738
1438A,LYS,2017,72h,72,O3-8h,8760,7902,8350,7890,90.06849315068493
1438A,LYS,2018,72h,72,O3-8h,8760,6772,7736,6770,77.28310502283105
1438A,LYS,2019,72h,72,O3-8h,8760,7087,7986,7084,80.86757990867581
1438A,LYS,2020,72h,72,O3-8h,8784,7519,8211,7511,85.50774134790528
1438A,LYS,2021,72h,72,O3-8h,8049,6855,7534,6834,84.9049571375326
1438A,LYS,2015,72h,72,CO,8760,7505,8092,7484,85.4337899543379
1438A,LYS,2016,72h,72,CO,8784,7471,7992,7458,84.90437158469946
